path,title,current_categories,current_tags,proposed_categories,proposed_tags
_posts/developertools/2021-02-10-macbook-configurations.md,Configuring a new MacBook,Developer tools;MacBook,MacBook,Developer Tools,MacOS;Configuration;Setup
_posts/developertools/2024-12-10-my-accounting.md,"Kuber Accounting App - React, Firebase, Firestore",Developer tools,Developer tools,Developer Tools,Developer Tools
_posts/developertools/2023-12-20-LaTex.md,LaTeX in Markdown,Developer tools,Developer tools,Developer Tools,Documentation
_posts/developertools/2022-01-22-host-personal-site-home.md,Hosting personal website on home router,Developer tools,Developer tools,Developer Tools,DIY
_posts/developertools/2024-09-13-jira-filters.md,JIRA Filters,Developer tools,Developer tools,Developer Tools,Developer Tools
_posts/developertools/2016-04-04-jekyll-blog-GitHub-hosting.md,Jekyll Blog and Hosting on GitHub,Developer tools,Developer tools,Developer Tools,Developer Tools
_posts/developertools/2022-01-22-mac-settings.md,MacBook : Useful Settings,Developer tools;MacBook,MacBook,Developer Tools,MacOS;Settings;Configuration
_posts/developertools/2022-02-12-terminal-commands.md,Terminal Commands,Developer tools,Developer tools,Developer Tools,Commands;CLI;Reference
_posts/developertools/2022-08-13-brew-package-migration.md,MacBook : Brew Package Migration,Developer tools,Developer tools,Developer Tools,MacOS;Migration;Setup
_posts/developertools/2024-01-16-check-ram.md,Hardware Overview,Developer tools,Developer tools,Developer Tools,Performance;MacOS
_posts/developertools/2024-12-14-react-ui.md,React Functions and Concepts: A Comprehensive Summary,Developer tools,Developer tools,Developer Tools,Developer Tools
_posts/developertools/2016-07-31-Mac-Upgrade.md,Upgrading the Macbook Pro - Model A1278,Developer tools,Developer tools,Developer Tools,DIY
_posts/developertools/2023-07-12-profile-settings.md,MacBook : Configuring shell profile,Developer tools;MacBook,MacBook,Developer Tools,MacOS;Configuration
_posts/developertools/2022-01-22-ununtu.md,Ubuntu Server Installation,Developer tools,Developer tools,Developer Tools,Setup
_posts/developertools/2023-05-28-largefile-on-github.md,Large Files on Github,Developer tools,Developer tools,Developer Tools,Version Control
_posts/git/2022-08-28-git-log.md,Git Log,Git,Git,Git,Commands;Version Control
_posts/git/2023-11-07-git-reset-revert.md,Git Reset - Revert,Git,Git,Git,Commands;Version Control
_posts/git/2020-05-19-detached-head.md,Submodules & Detached Head Problem,Git,Git,Git,Troubleshooting;Version Control
_posts/git/2023-11-14-git-maintenance.md,Git Maintenance & Clean-up,Git,Git,Git,Optimization;Commands
_posts/git/2024-04-20-cherry-pick.md,Git Cherry Pick,Git,Git,Git,Commands;Version Control
_posts/git/2023-11-09-multi-repo-push.md,Git config- Multi Repo projects,Git,Git,Git,Configuration
_posts/git/2023-12-23-Git-hooks.md,Git Hooks,Git,Git,Git,Automation;CI/CD
_posts/git/2023-11-07-git-rebase.md,"Git Merge, Rebase, Squash and Fast forward",Git,Git,Git,Git
_posts/git/2021-02-01-git-commands.md,Useful git commands,Git,Git,Git,Commands;Reference;CLI;Version Control
_posts/git/2024-06-18-git-config.md,Git Config,Git,Git,Git,Configuration;Settings;Setup;Commands
_posts/sql/2023-08-02-materialized-views.md,Materialized views,SQL,SQL,SQL,Database;Performance;Optimization
_posts/sql/2023-07-17-window-aggregate-function.md,SQL Window Aggregate Functions,SQL,SQL,SQL,Analytics
_posts/sql/2023-08-02-Triggers.md,Triggers,SQL,SQL,SQL,Database;Automation
_posts/sql/2023-07-15-sql-basics.md,SQL Basics,SQL,SQL,SQL,Fundamentals;Tutorial;Database
_posts/sql/2023-07-15-transactional-tables.md,Transactional Tables,SQL,SQL,SQL,Transactions;ACID;Database
_posts/sql/2024-09-27-clustering-vs-partitioning.md,,SQL,SQL,SQL,Database;Performance;Optimization
_posts/sql/2023-08-01-PL-SQL.md,Oracle PL/SQL,SQL,SQL,SQL,Database
_posts/sql/2023-07-16-sql-joins.md,SQL Joins,SQL,SQL,SQL,Database
_posts/sql/2023-07-15-normalization.md,SQL Nornmalization,SQL,SQL,SQL,SQL
_posts/sql/2023-08-03-oracle-db.md,Oracle DB,SQL,SQL,SQL,Database
_posts/sql/2023-08-02-savepoint.md,Savepoint,SQL,SQL,SQL,Transactions;Database
_posts/sql/2024-06-18-query-optimization.md,SQL/Query Optimization,SQL,SQL,SQL,Performance;Best Practices
_posts/sql/2023-07-16-window-functions.md,SQL Window Functions,SQL,SQL,SQL,Analytics
_posts/sql/2024-07-07-distributed-db-query-optimization.md,Distributed DB Query Optimization,SQL,SQL,SQL,Performance
_posts/sql/2023-07-16-subqueries.md,SQL Subqueries,SQL,SQL,SQL,Database
_posts/developertools/intelliJ/2023-11-10-intelliJ-Debug-tricks.md,IntelliJ Idea Debug,Developer tools,Shortcuts,Developer Tools,IntelliJ;IDE;Debugging
_posts/developertools/intelliJ/2024-06-03-intelliJ-shortcuts-drill.md,IntelliJ Shortcuts - Daily Drills,Developer tools,Shortcuts,Developer Tools,IntelliJ;IDE;Practice
_posts/developertools/intelliJ/2021-02-07-inteliJ-Idea-CE-settings.md,IntelliJ Idea settings,Developer tools,Developer tools,Developer Tools,IntelliJ;IDE;Settings;Configuration;Setup
_posts/developertools/intelliJ/2021-11-03-intelliJ-Idea-shortcuts.md,IntelliJ Idea Shortcuts,Developer tools,Shortcuts,Developer Tools,IntelliJ;IDE;Reference
_posts/Java/performanceEngineering/2024-02-10-JavaMemory.md,Java Memory,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Memory;Performance;JVM
_posts/Java/performanceEngineering/2024-06-20-memory-leaks.md,Memory Leaks,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Debugging;Performance;Troubleshooting
_posts/Java/performanceEngineering/2024-02-10-GarbageCollections.md,Garbage Collections,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Memory;Performance;JVM
_posts/Java/performanceEngineering/2024-04-09-jvm-agruments.md,JVM Arguments,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;JVM;Configuration;Performance
_posts/Java/performanceEngineering/2024-02-09-JVM-Compilation.md,Compiler Flags,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;JVM;Performance;Optimization
_posts/Java/performanceEngineering/2024-02-10-escaping-references.md,Escaping references,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Memory;Performance;Best Practices
_posts/Java/performanceEngineering/2025-02-18-performance-testing-K6.md,Load Testing with Grafana K6,Java;Performance Engineering,Performance Engineering,Performance Engineering,Performance;Testing
_posts/Java/performanceEngineering/2025-07-18-gatling-loadTesting.md,Gatling - Microservices Load Testing,Java;Performance Engineering,Performance Engineering,Performance Engineering,Performance;Microservices;Testing
_posts/Java/performanceEngineering/2024-02-17-JavaMissionControl.md,Java Microbenchmark Harness - JMH,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Performance;Testing
_posts/Java/performanceEngineering/2024-03-14-EclipseMemoryAnalyzerTool.md,Eclipse Memory Analyzer Tool (MAT),Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Performance;Debugging
_posts/Java/performanceEngineering/2024-08-03-Java-DataStructures-memory.md,"String Intern pool, Hashmaps and Collections",Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Memory;Performance;Collections
_posts/Java/performanceEngineering/2023-10-17-Java-stats.md,Java Systems Stats,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Performance;Monitoring;Metrics
_posts/Java/performanceEngineering/2024-06-19-API-optimizations.md,API Optimizations,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;API;Performance;Optimization;Best Practices
_posts/Java/performanceEngineering/2024-02-12-BenchmarkingWithJMH.md,Java Mission Control - JMC,Java;Performance Engineering,Performance Engineering,Performance Engineering,Java;Performance;Monitoring;Tools
_posts/Java/performanceEngineering/2024-06-20-code-optimization.md,Java Code Optimization,Java;Performance Engineering,Multithreading,Performance Engineering,Java;Performance;Optimization;Best Practices
_posts/Java/threads/2023-10-10-asynchronous-programming.md,CompletableFutures & Asynchronous Programming,Java;Multithreading,Multithreading,Multithreading,Java;Concurrency
_posts/Java/threads/2024-08-18-condition-variables.md,Condition Variables,Java;Multithreading,Multithreading,Multithreading,Java;Synchronization;Concurrency
_posts/Java/threads/2024-07-27-ScopedVariables.md,Scoped Value,Java;Multithreading,Multithreading,Multithreading,Java;Java 21
_posts/Java/threads/2024-08-08-ThreadCreation.md,Thread Creation,Java;Multithreading,Multithreading,Multithreading,Java;Concurrency
_posts/Java/threads/2022-08-06-race-condition.md,Synchronization - Race Condition & Critical Section,Java;Multithreading,Multithreading,Multithreading,Java;Synchronization
_posts/Java/threads/2024-07-26-ThreadLocal.md,Thread-local storage (TLS) in multithreading,Java;Multithreading,Multithreading,Multithreading,Java;Concurrency
_posts/Java/threads/2024-08-17-synchronization-mechanism-java.md,Synchronization Mechanisms in Java,Java;Multithreading,Multithreading,Multithreading,Java;Synchronization;Concurrency
_posts/Java/threads/2024-07-27-Multithreading-theory.md,Multithreading Theory,Java;Multithreading,Multithreading,Multithreading,Java;Theory;Concurrency;Fundamentals
_posts/Java/threads/2024-08-18-reentrant-lock.md,Reentrant Lock,Java;Multithreading,Multithreading,Multithreading,Java;Concurrency
_posts/Java/threads/2024-08-20-concurrent-collections.md,Java Concurrent Collections,Java;Multithreading,Multithreading,Multithreading,Java;Concurrency
_posts/Java/threads/2024-08-18-semaphores.md,Semaphores,Java;Multithreading,Multithreading,Multithreading,Java;Synchronization;Concurrency
_posts/Java/threads/2024-08-12-Volatile.md,Volatile Variable,Java;Multithreading,Multithreading,Multithreading,Java;Concurrency
_posts/Java/threads/2024-07-20-structured-concurrency.md,Structured Concurrency,Java;Multithreading,Multithreading,Multithreading,Java;Java 21
_posts/Java/threads/2024-07-19-java21-virtualthreads.md,Virtual Threads,Java;Multithreading,Multithreading,Multithreading,Java;Java 21;Concurrency
_posts/Java/threads/2022-07-15-Multithreading.md,Multithreading,Java;Multithreading,Multithreading,Multithreading,Java;Concurrency
_posts/Algo/trees/2025-01-21-b-b+-m-ary-trees.md,"B Trees, B+ Trees, m-ary/m-way Trees",Algorithms,Algorithms,Algorithms,Trees;Data Structures
_posts/Algo/trees/2025-01-20-avl-tree.md,AVL Tree,Algorithms,Algorithms,Algorithms,Trees;Data Structures
_posts/Algo/trees/2021-11-05-Heaps.md,Heaps,Algorithms,Algorithms,Algorithms,Trees;Data Structures
_posts/Algo/trees/2024-07-18-BFS.md,DFS an BFS for Tree,Algorithms,Algorithms,Algorithms,Trees
_posts/Algo/trees/2016-04-09-trees.md,Trees,Algorithms,Algorithms,Algorithms,Trees;Data Structures
_posts/Algo/utils/2022-02-02-strings.md,Strings,Algorithms,Algorithms,Algorithms,Data Structures;Java
_posts/Algo/utils/2023-12-04-Arrays_Collections.md,"Arrays, List and Collections Class",Algorithms,Algorithms,Algorithms,Arrays;Collections;Java;Utility
_posts/Algo/utils/2023-12-04-Math.md,Math,Algorithms,Algorithms,Algorithms,Utility;Java
_posts/Algo/primitives/2023-11-29-Character.md,Character Utility Class,Algorithms,Algorithms,Algorithms,Utility;Java;Primitives
_posts/Algo/primitives/2017-02-01-maps.md,Maps,Algorithms,Algorithms,Algorithms,Data Structures;Java
_posts/Algo/primitives/2023-12-03-Double.md,Double Utility Class,Algorithms,Algorithms,Algorithms,Utility;Java;Primitives
_posts/Algo/primitives/2022-02-26-boolean.md,Boolean,Algorithms,Algorithms,Algorithms,Utility;Java;Primitives
_posts/Algo/primitives/2023-11-27-integer.md,Integer & Long,Algorithms,Algorithms,Algorithms,Utility;Java;Primitives
_posts/Algo/primitives/2023-11-27-bitwise-coding.md,Bitwise Operators,Algorithms,Algorithms,Algorithms,Algorithms
_posts/Algo/graphs/2024-06-15-union-find.md,Union Find  - Disjoint Set Data structure,Algorithms,Algorithms,Algorithms,Data Structures
_posts/Algo/graphs/2024-07-17-DFS.md,Graph DFS & BFS Traversal,Algorithms,Algorithms,Algorithms,Algorithms
_posts/Algo/graphs/2024-07-16-Graphs.md,Graphs,Algorithms,Algorithms,Algorithms,Data Structures
_posts/systems_design/cache/2024-01-20-Cache.md,Caches,System Design,System Design,System Design,Caching;Performance;Redis
_posts/systems_design/cache/2024-06-14-Redis.md,Redis,System Design,System Design,System Design,Redis;Caching;NoSQL
_posts/systems_design/security/2024-06-28-Authentication-mechanisms.md,Authentication Mechanisms,System Design,System Design,System Design,Security;Authentication
_posts/systems_design/security/2024-06-28-OAuth2.md,OAuth 2.0 Authentication,System Design,System Design,System Design,Security;Authentication
_posts/systems_design/security/2024-01-21-Security.md,Security,System Design,System Design,System Design,Security;Authentication;Best Practices
_posts/systems_design/security/2024-06-28-HTTPS.md,HTTPS,System Design,System Design,System Design,Security
_posts/systems_design/security/2024-06-13-Passwords.md,Passwords in DB,System Design,System Design,System Design,Security;Database
_posts/systems_design/security/2024-06-28-SSO.md,SSO,System Design,System Design,System Design,Security;Authentication
_posts/systems_design/security/2024-06-28-API-Security.md,API Security,System Design,System Design,System Design,Security;API;Authentication;Best Practices
_posts/systems_design/networks/2024-06-14-Proxy.md,Forward Proxy  vs Reverse Proxy,System Design,System Design,System Design,Networking;Infrastructure
_posts/systems_design/networks/2024-06-14-TCP.md,TCP,System Design,System Design,System Design,Networking;Protocols
_posts/systems_design/networks/2024-06-29-Serverless-architecture.md,Serverless Architecture,System Design,System Design,System Design,Architecture;Lambda
_posts/systems_design/networks/2024-06-28-WebHooks.md,WebHooks,System Design,System Design,System Design,Networking;API
_posts/systems_design/networks/2024-07-20-http-status-code.md,Http Status Codes & Java Exceptions,System Design,System Design,System Design,HTTP;REST;API;Java
_posts/systems_design/networks/2024-06-17-gRPC-RPC.md,RPC & gRPC,System Design,System Design,System Design,Networking;API
_posts/systems_design/networks/2024-06-13-HTTP.md,HTTP (1/2/3),System Design,System Design,System Design,Networking;HTTP;Protocols
_posts/systems_design/networks/2024-06-29-DNS.md,DNS - Domain Name System,System Design,System Design,System Design,Networking;Infrastructure
_posts/systems_design/networks/2024-06-29-P2P.md,P2P - Peer-to-peer,System Design,System Design,System Design,Networking;Distributed
_posts/systems_design/networks/2024-01-07-Networking.md,Computer Networks - The OSI Model,System Design,System Design,System Design,Networking;Protocols
_posts/systems_design/networks/2024-05-22-Communication_API_Protocols.md,API Communication Protocols,System Design,System Design,System Design,Networking;API;Protocols;REST
_posts/systems_design/networks/2025-02-21-IP.md,IP Addressing,System Design,System Design,System Design,Networking
_posts/systems_design/networks/2024-06-21-websockets.md,Web Sockets ,System Design,System Design,System Design,Networking;Real-time
_posts/systems_design/db/2025-05-08-MongoDb.md,MongoDb - Document-Oriented Database,System Design,System Design,System Design,Database;NoSQL
_posts/systems_design/db/2024-06-30-HyperLogLog.md,HyperLogLog,System Design,System Design,System Design,Algorithms
_posts/systems_design/db/2024-06-29-SkipLists.md,Skip Lists,System Design,System Design,System Design,Data Structures;Algorithms
_posts/systems_design/db/2024-06-29-DB-Datastructures.md,DB Data Structures,System Design,System Design,System Design,Database;Data Structures
_posts/systems_design/db/2024-06-14-NoSqlDb.md,No SQL DB,System Design,System Design,System Design,Database;NoSQL;Redis
_posts/systems_design/db/2024-06-30-LockingMechanism.md,DB Locking mechanism,System Design,System Design,System Design,Database;Concurrency;Transactions
_posts/systems_design/db/2025-07-31-Cassandra.md,Cassandra - Column-Oriented Database,System Design,System Design,System Design,Database;NoSQL;Distributed
_posts/systems_design/db/2024-06-17-Distributed-DB.md,Distributed Databases,System Design,System Design,System Design,Database;Distributed
_posts/systems_design/db/2024-06-29-SSTables.md,SSTables - Sorted String Tables,System Design,System Design,System Design,Database
_posts/systems_design/db/2024-01-20-Databases.md,Databases,System Design,System Design,System Design,Database;SQL;NoSQL
_posts/systems_design/db/2024-06-29-LSM-Tree.md,LSM Tree - Log-Structured Merge Tree,System Design,System Design,System Design,Database;Data Structures
_posts/systems_design/db/2024-01-21-Database-Replication.md,Database Replication & Migrations,System Design,System Design,System Design,Database;Migration
_posts/systems_design/db/2024-01-20-Transaction-Isolation-levels.md,Transaction Isolation Levels,System Design,System Design,System Design,Database;Transactions;ACID;Concurrency
_posts/microservices/testing/2023-11-16-junit-mockito-tests.md,Comprehensive Guide to JUnit and Mockito Testing,Microservices;Testing,Testing;JUnit,Testing,Spring Boot;Guide
_posts/microservices/testing/2023-11-24-power-mock-tests.md,PowerMock Testing Guide: When Standard Mocking Isn't Enough,Microservices;Testing,Testing;JUnit,Testing,Spring Boot;Guide
_posts/microservices/testing/2025-06-23-bdd-jbehave.md,A Guide to Behavior-Driven Development (BDD) with JBehave,Microservices,Java;Testing,Testing,Spring Boot;Guide
_posts/microservices/crud/2022-02-09-Spring-Data-Jpa.md,Spring Data JPA & CRUD - GET PUT POST DELETE,Microservices,CRUD,Microservices,Spring Boot;REST;Database
_posts/microservices/crud/2023-09-15-GET-rest-calls.md,GET REST Calls,Microservices,CRUD,Microservices,Spring Boot;REST;HTTP;API
_posts/microservices/crud/2024-01-31-Idempotence-HTTP-methods.md,Idempotence & HTTP Methods - Designing RESTful URI's,Microservices,Microservices,Microservices,Spring Boot;REST
_posts/microservices/crud/2023-09-15-spring-validations.md,Spring Validations,Microservices,Spring Boot,Microservices,Spring Boot
_posts/microservices/crud/2025-06-03-springboot-interview-deepdive.md,SpringBoot Interview - Deep Dive,Microservices,CRUD,Microservices,Spring Boot;Interview
_posts/microservices/crud/2023-09-15-POST-Requests.md,POST API,Microservices,CRUD,Microservices,Spring Boot;REST;HTTP;API
_posts/microservices/crud/2023-09-15-spring-exceptions.md,Exception Handling in Spring,Microservices,Microservices,Microservices,Spring Boot;REST
_posts/microservices/crud/2023-09-15-spring-request-parameter.md,Spring Path variable & Request Parameter,Microservices,Spring Boot,Microservices,Spring Boot;REST;API
_posts/microservices/crud/2023-09-15-DELETE-rest-calls.md,DELETE REST Calls,Microservices,CRUD,Microservices,Spring Boot;REST;HTTP;API
_posts/microservices/crud/2023-09-15-springboot-reference.md,SpringBoot Reference,Microservices,CRUD,Microservices,Spring Boot;Reference;Documentation;Guide
_posts/microservices/dependencyManagement/2023-11-24-gradle.md,Gradle,Microservices,Java,Microservices,Automation
_posts/microservices/dependencyManagement/2025-09-07-bom-pom.md,BOM vs Parent POM,Microservices,Java,Microservices,Microservices
